时间,时间维度,南方电网,广东,广西,云南,广州,深圳,海南,贵州,指标单位
2024-03-24,日,178647,99064,25231,30834,14294,12792,6203,19141,MW
2024-03-25,日,194563,114010,26072,30560,16126,15507,6327,18986,MW
2024-03-26,日,195386,114885,25414,30842,16318,15912,6267,19163,MW
2024-03-27,日,191712,112071,25413,30677,15759,14899,6189,19186,MW
2024-03-28,日,194159,114200,25478,30886,16010,15320,6307,19284,MW
2024-03-29,日,191644,113778,25343,30305,15951,15490,5917,19148,MW
2024-03-30,日,187627,109615,25585,30238,15209,14643,6186,18565,MW
2024-03-31,日,182106,103364,25738,30324,15263,13782,6393,19030,MW
2024-04-01,日,195626,116583,26293,30217,16669,16202,6653,18562,MW
2024-04-02,日,198024,117718,26768,30713,16678,16353,6629,18700,MW
2024-04-03,日,189015,111938,26618,30907,15789,16005,6511,18474,MW
2024-04-04,日,161878,90310,23887,29867,13288,12398,6457,17425,MW
2024-04-05,日,175307,98208,23085,30573,13401,12954,6296,18428,MW
2024-04-06,日,181484,102403,24399,30674,14161,13356,6404,19321,MW
2024-04-07,日,186564,105392,24906,31100,14618,14747,6445,19794,MW
2024-04-08,日,190886,110069,25186,30986,15019,15468,6303,19592,MW
2024-04-09,日,189010,108799,25313,30818,15122,14345,5949,19504,MW
2024-04-10,日,191223,110212,25194,31033,15430,14781,6122,19546,MW
2024-04-11,日,193629,113670,24309,31434,16184,15459,6218,19290,MW
2024-04-12,日,196911,116002,25356,31580,16447,16099,6336,19196,MW
2024-04-13,日,194863,113957,25518,31576,16173,15331,6383,18588,MW
2024-04-14,日,188198,106849,26366,31126,15797,14372,6492,18877,MW
2024-04-15,日,205168,123799,26779,30991,18169,17405,6637,18862,MW
2024-04-16,日,206658,124932,26814,31414,18380,17760,6640,18143,MW
2024-04-17,日,207189,125981,26614,31787,18474,18211,6686,18161,MW
2024-04-18,日,200384,121002,25705,31650,17509,18118,6698,18179,MW
2024-04-19,日,201527,118690,27099,31654,16989,17020,6802,18549,MW
2024-04-20,日,191602,115043,25761,31870,15767,15981,6899,17433,MW
2024-04-21,日,177890,98209,24423,31451,14263,12865,6962,17103,MW
2024-04-22,日,196364,114385,25677,32434,16447,15789,6687,18527,MW
2024-04-23,日,195555,115147,25378,31483,16718,15712,6645,18314,MW
2024-04-24,日,197993,117271,25698,31064,17010,16381,6807,18401,MW
2024-04-25,日,199603,117353,26565,31100,17091,16170,7006,18274,MW
2024-04-26,日,203122,119853,27482,31508,17623,16637,7166,17432,MW
2024-04-27,日,199151,116744,27372,31413,16450,16541,7505,17771,MW
2024-04-28,日,193297,109377,28020,31723,15607,15240,7721,17005,MW
2024-04-29,日,205985,121835,28476,31411,17333,17187,7724,17264,MW
2024-05-01,日,159427,86720,23155,31050,11673,12008,7995,16907,MW
2024-05-02,日,162756,87364,22922,31206,12159,11567,6611,17045,MW
2024-05-03,日,173912,97267,23601,31348,13306,12458,5886,17475,MW
2024-05-04,日,180926,101364,24400,31575,13971,12906,6067,17796,MW
2024-05-05,日,186851,104967,24855,32651,14905,14037,6439,18420,MW
2024-05-14,日,198759,118159,26241,31654,17353,16421,6194,17750,MW
2024-05-15,日,198120,118179,25637,32160,17554,16643,6152,18173,MW
2024-05-16,日,197581,117181,26105,31765,17121,16336,6031,17664,MW
2024-05-17,日,197141,117161,25684,31693,16814,16400,6109,18044,MW
2024-05-18,日,189570,110059,24677,31687,15099,15186,6333,18034,MW
2024-05-19,日,179190,98259,24104,31635,13942,13282,6483,17747,MW
