时间,时间维度,南方电网,广东,广西,云南,海南,贵州,天生桥及龙滩,指标单位
2022-11-15,日,875530.00000000,33829.00000000,55820.00000000,695591.00000000,3322.00000000,46754.00000000,40214.00000000,MWh
2022-11-16,日,901660.00000000,33380.00000000,67794.00000000,702147.00000000,3601.00000000,50362.00000000,44376.00000000,MWh
2022-11-17,日,877219.00000000,35461.00000000,59501.00000000,688612.00000000,2265.00000000,47191.00000000,44189.00000000,MWh
2022-11-18,日,895216.00000000,35276.00000000,61093.00000000,706642.00000000,2404.00000000,46167.00000000,43634.00000000,MWh
2022-11-19,日,921158.00000000,34434.00000000,64948.00000000,725042.00000000,2236.00000000,49384.00000000,45114.00000000,MWh
2022-11-20,日,837201.00000000,33833.00000000,71647.00000000,638387.00000000,2490.00000000,45845.00000000,44999.00000000,MWh
2022-11-21,日,851692.00000000,32601.00000000,73934.00000000,649956.00000000,2909.00000000,47530.00000000,44762.00000000,MWh
2022-11-22,日,911877.00000000,35172.00000000,72240.00000000,700214.00000000,3425.00000000,50989.00000000,49837.00000000,MWh
2022-11-23,日,836885.00000000,44372.00000000,62531.00000000,629976.00000000,5360.00000000,49054.00000000,45592.00000000,MWh
2022-11-24,日,787925.00000000,56251.00000000,63516.00000000,566636.00000000,5550.00000000,57408.00000000,38564.00000000,MWh
2022-11-25,日,865516.00000000,84712.00000000,69003.00000000,607111.00000000,5650.00000000,57988.00000000,41052.00000000,MWh
2022-11-26,日,769847.00000000,84668.00000000,70362.00000000,538747.00000000,5079.00000000,41782.00000000,29209.00000000,MWh
2022-11-27,日,647939.00000000,70623.00000000,55341.00000000,451451.00000000,3790.00000000,40847.00000000,25887.00000000,MWh
2022-11-28,日,668119.00000000,59655.00000000,57013.00000000,477460.00000000,4382.00000000,44242.00000000,25367.00000000,MWh
2022-11-29,日,700128.00000000,56932.00000000,70513.00000000,496050.00000000,6704.00000000,43548.00000000,26381.00000000,MWh
2022-11-30,日,736807.00000000,53661.00000000,55831.00000000,527030.00000000,5417.00000000,69241.00000000,25627.00000000,MWh
2022-12-01,日,766914.00000000,51179.00000000,63570.00000000,519693.00000000,4253.00000000,101980.00000000,26239.00000000,MWh
2022-12-02,日,776943.00000000,49757.00000000,58384.00000000,531550.00000000,4101.00000000,99148.00000000,34003.00000000,MWh
2022-12-03,日,750215.00000000,46097.00000000,68935.00000000,493541.00000000,3930.00000000,96227.00000000,41485.00000000,MWh
2022-12-04,日,756568.00000000,42752.00000000,63055.00000000,490727.00000000,1867.00000000,126329.00000000,31838.00000000,MWh
2022-12-05,日,796635.00000000,39743.00000000,66253.00000000,539697.00000000,1939.00000000,119162.00000000,29841.00000000,MWh
2022-12-06,日,759550.00000000,38528.00000000,60618.00000000,512141.00000000,2295.00000000,112404.00000000,33564.00000000,MWh
2022-12-07,日,768705.00000000,33670.00000000,60583.00000000,519138.00000000,2819.00000000,106238.00000000,46257.00000000,MWh
2022-12-08,日,791799.00000000,35543.00000000,74713.00000000,544748.00000000,3151.00000000,97056.00000000,36588.00000000,MWh
2022-12-09,日,764938.00000000,35120.00000000,66294.00000000,549061.00000000,3693.00000000,68687.00000000,42083.00000000,MWh
2022-12-10,日,761686.00000000,35664.00000000,51460.00000000,549712.00000000,2518.00000000,73615.00000000,48717.00000000,MWh
2022-12-11,日,729144.00000000,34864.00000000,49033.00000000,541594.00000000,4486.00000000,58303.00000000,40864.00000000,MWh
2022-12-12,日,815740.00000000,34471.00000000,55583.00000000,607644.00000000,2887.00000000,67753.00000000,47402.00000000,MWh
2022-12-13,日,828749.00000000,35086.00000000,52698.00000000,614794.00000000,3766.00000000,79786.00000000,42619.00000000,MWh
2022-12-14,日,849607.00000000,36231.00000000,58690.00000000,642585.00000000,3909.00000000,63179.00000000,45013.00000000,MWh
2022-12-15,日,715044.00000000,35490.00000000,77727.00000000,496650.00000000,4313.00000000,55824.00000000,45040.00000000,MWh
2022-12-16,日,766102.00000000,35366.00000000,67764.00000000,567260.00000000,4677.00000000,55175.00000000,35860.00000000,MWh
2022-12-17,日,779514.00000000,36298.00000000,56039.00000000,643383.00000000,4957.00000000,400.30000000,38437.00000000,MWh
2022-12-18,日,854312.00000000,34386.00000000,60657.00000000,660338.00000000,3970.00000000,63190.00000000,31771.00000000,MWh
2022-12-19,日,802653.00000000,34826.00000000,66377.00000000,610417.00000000,3653.00000000,45657.00000000,41723.00000000,MWh
2022-12-20,日,786667.00000000,34249.00000000,62737.00000000,559648.00000000,4103.00000000,81800.00000000,44130.00000000,MWh
2022-12-21,日,831304.00000000,32097.00000000,60051.00000000,632561.00000000,3500.00000000,55567.00000000,47528.00000000,MWh
2022-12-22,日,841485.00000000,34088.00000000,65217.00000000,610366.00000000,4412.00000000,80409.00000000,46993.00000000,MWh
2022-12-23,日,816358.00000000,32312.00000000,63821.00000000,599133.00000000,4182.00000000,69514.00000000,47396.00000000,MWh
2022-12-24,日,776662.00000000,30007.00000000,67512.00000000,593797.00000000,4151.00000000,33584.00000000,47611.00000000,MWh
2022-12-25,日,690719.00000000,29465.00000000,67125.00000000,508123.00000000,4125.00000000,34484.00000000,47397.00000000,MWh
2022-12-26,日,753900.00000000,27960.00000000,67642.00000000,545816.00000000,3681.00000000,58887.00000000,49914.00000000,MWh
2022-12-27,日,787324.00000000,27219.00000000,61346.00000000,568816.00000000,4465.00000000,77954.00000000,47524.00000000,MWh
2022-12-28,日,814095.00000000,27006.00000000,46511.00000000,636712.00000000,4044.00000000,69594.00000000,30228.00000000,MWh
2022-12-29,日,828846.00000000,26793.00000000,45393.00000000,650113.00000000,4806.00000000,68198.00000000,33543.00000000,MWh
2022-12-30,日,823965.00000000,25333.00000000,47019.00000000,660702.00000000,3548.00000000,49436.00000000,37927.00000000,MWh
2022-12-31,日,798003.00000000,25657.00000000,63259.00000000,617052.00000000,3415.00000000,58264.00000000,30356.00000000,MWh
2023-01-01,日,706132.00000000,24736.00000000,51175.00000000,541339.00000000,2858.00000000,46649.00000000,39375.00000000,MWh
2023-01-02,日,778682.00000000,25682.00000000,62650.00000000,583352.00000000,2946.00000000,64548.00000000,39504.00000000,MWh
2023-01-03,日,805087.00000000,24429.00000000,65273.00000000,588735.00000000,3931.00000000,69678.00000000,53041.00000000,MWh
2023-01-04,日,762685.00000000,24056.00000000,78857.00000000,543054.00000000,2269.00000000,59267.00000000,55182.00000000,MWh
2023-01-05,日,822825.00000000,23874.00000000,77650.00000000,591909.00000000,2301.00000000,69954.00000000,57137.00000000,MWh
2023-01-06,日,786267.00000000,23565.00000000,66934.00000000,607405.00000000,2837.00000000,37441.00000000,48085.00000000,MWh
2023-01-07,日,803143.00000000,25996.00000000,75389.00000000,616189.00000000,2727.00000000,34365.00000000,48477.00000000,MWh
2023-01-08,日,788957.00000000,25417.00000000,74215.00000000,603585.00000000,4082.00000000,32954.00000000,48704.00000000,MWh
2023-01-09,日,803556.00000000,29452.00000000,74684.00000000,613948.00000000,3459.00000000,32725.00000000,49288.00000000,MWh
2023-01-10,日,771783.00000000,27999.00000000,67131.00000000,595985.00000000,2895.00000000,28940.00000000,48833.00000000,MWh
2023-01-11,日,698755.00000000,31290.00000000,65154.00000000,526186.00000000,3271.00000000,23115.00000000,49739.00000000,MWh
2023-01-12,日,671542.00000000,39175.00000000,68746.00000000,489154.00000000,3011.00000000,22482.00000000,48974.00000000,MWh
2023-01-13,日,636896.00000000,59204.00000000,61859.00000000,443218.00000000,2663.00000000,20602.00000000,49350.00000000,MWh
2023-01-14,日,676280.00000000,55163.00000000,74113.00000000,476329.00000000,2286.00000000,24983.00000000,43406.00000000,MWh
2023-01-15,日,734242.00000000,44726.00000000,61608.00000000,522986.00000000,2555.00000000,55619.00000000,46748.00000000,MWh
2023-01-16,日,752090.00000000,40496.00000000,80492.00000000,518434.00000000,3129.00000000,56552.00000000,52987.00000000,MWh
2023-01-17,日,717708.00000000,37014.00000000,77341.00000000,494674.00000000,2776.00000000,55790.00000000,50113.00000000,MWh
2023-01-18,日,696923.00000000,35910.00000000,87105.00000000,478085.00000000,3023.00000000,46768.00000000,46032.00000000,MWh
2023-01-19,日,615471.00000000,35948.00000000,78817.00000000,415540.00000000,2167.00000000,36125.00000000,46874.00000000,MWh
2023-01-20,日,599515.00000000,34799.00000000,77414.00000000,390853.00000000,3553.00000000,45357.00000000,47539.00000000,MWh
2023-01-21,日,508549.00000000,28505.00000000,64220.00000000,338809.00000000,3352.00000000,45526.00000000,28137.00000000,MWh
2023-01-22,日,446481.00000000,27390.00000000,55641.00000000,309409.00000000,3008.00000000,23168.00000000,27865.00000000,MWh
2023-01-23,日,496896.00000000,30150.00000000,65630.00000000,336140.00000000,2484.00000000,34505.00000000,27987.00000000,MWh
2023-01-24,日,559634.00000000,28660.00000000,50385.00000000,427115.00000000,1997.00000000,29775.00000000,21702.00000000,MWh
2023-01-25,日,499808.00000000,29266.00000000,60432.00000000,349899.00000000,2856.00000000,23588.00000000,33767.00000000,MWh
2023-01-26,日,570346.00000000,28603.00000000,59778.00000000,386084.00000000,4221.00000000,47182.00000000,44478.00000000,MWh
2023-01-27,日,719484.00000000,28361.00000000,64874.00000000,517298.00000000,3380.00000000,65699.00000000,39872.00000000,MWh
2023-01-28,日,752904.00000000,30033.00000000,62755.00000000,559436.00000000,3029.00000000,60568.00000000,37083.00000000,MWh
2023-01-29,日,756333.00000000,31737.00000000,56504.00000000,575700.00000000,3025.00000000,44732.00000000,44635.00000000,MWh
2023-01-30,日,699565.00000000,30835.00000000,61797.00000000,540474.00000000,2800.00000000,20342.00000000,43317.00000000,MWh
2023-01-31,日,609991.00000000,29928.00000000,50655.00000000,458427.00000000,3609.00000000,23354.00000000,44018.00000000,MWh
2023-02-01,日,628639.00000000,29705.00000000,61009.00000000,452035.00000000,3612.00000000,33215.00000000,49063.00000000,MWh
2023-02-02,日,688552.00000000,30998.00000000,70666.00000000,486971.00000000,3266.00000000,46853.00000000,49798.00000000,MWh
2023-02-03,日,683997.00000000,30295.00000000,68079.00000000,494968.00000000,2098.00000000,38191.00000000,50366.00000000,MWh
2023-02-04,日,656059.00000000,33808.00000000,65471.00000000,463295.00000000,2865.00000000,40103.00000000,50517.00000000,MWh
2023-02-05,日,619358.00000000,35837.00000000,60300.00000000,444724.00000000,2297.00000000,37633.00000000,38567.00000000,MWh
2023-02-06,日,634126.00000000,33343.00000000,66498.00000000,458906.00000000,2631.00000000,33843.00000000,38905.00000000,MWh
2023-02-07,日,661806.00000000,34799.00000000,65740.00000000,478546.00000000,2696.00000000,40316.00000000,39709.00000000,MWh
2023-02-08,日,646864.00000000,34615.00000000,60544.00000000,470850.00000000,2785.00000000,34975.00000000,43095.00000000,MWh
2023-02-09,日,707742.00000000,36472.00000000,65542.00000000,517826.00000000,3256.00000000,35388.00000000,49258.00000000,MWh
2023-02-10,日,680891.00000000,42162.00000000,63854.00000000,485635.00000000,3800.00000000,36307.00000000,49133.00000000,MWh
2023-02-11,日,626534.00000000,44092.00000000,56547.00000000,447838.00000000,3563.00000000,35585.00000000,38909.00000000,MWh
2023-02-12,日,618166.00000000,44186.00000000,58819.00000000,439248.00000000,2661.00000000,34377.00000000,38875.00000000,MWh
2023-02-13,日,718657.00000000,44103.00000000,68419.00000000,494287.00000000,4267.00000000,52824.00000000,54757.00000000,MWh
2023-02-14,日,767982.00000000,41820.00000000,62725.00000000,581126.00000000,2181.00000000,36502.00000000,43628.00000000,MWh
2023-02-15,日,750425.00000000,39065.00000000,69174.00000000,548050.00000000,2731.00000000,47810.00000000,43595.00000000,MWh
2023-02-16,日,734672.00000000,36518.00000000,69666.00000000,535717.00000000,3758.00000000,36307.00000000,52706.00000000,MWh
2023-02-17,日,692979.00000000,35111.00000000,62741.00000000,506404.00000000,3842.00000000,32842.00000000,52039.00000000,MWh
2023-02-18,日,703604.00000000,35169.00000000,67815.00000000,512341.00000000,3522.00000000,35919.00000000,48838.00000000,MWh
2023-02-19,日,756879.00000000,32075.00000000,61844.00000000,577310.00000000,3164.00000000,36673.00000000,45813.00000000,MWh
2023-02-20,日,721873.00000000,32853.00000000,66473.00000000,532795.00000000,4603.00000000,35360.00000000,49789.00000000,MWh
2023-02-21,日,757635.00000000,31305.00000000,64602.00000000,539287.00000000,4444.00000000,58430.00000000,59567.00000000,MWh
2023-02-22,日,750490.00000000,31080.00000000,78134.00000000,508820.00000000,2580.00000000,70929.00000000,58947.00000000,MWh
2023-02-23,日,705589.00000000,29492.00000000,75080.00000000,492379.00000000,2853.00000000,46127.00000000,59658.00000000,MWh
2023-02-24,日,750598.00000000,30485.00000000,64857.00000000,560882.00000000,2413.00000000,40922.00000000,51039.00000000,MWh
2023-02-25,日,698371.00000000,30061.00000000,51173.00000000,528547.00000000,2651.00000000,36555.00000000,49384.00000000,MWh
2023-02-26,日,682782.00000000,27177.00000000,62851.00000000,514253.00000000,1874.00000000,33005.00000000,43622.00000000,MWh
2023-02-27,日,660433.00000000,28029.00000000,65716.00000000,476663.00000000,2121.00000000,31997.00000000,55907.00000000,MWh
2023-02-28,日,565349.00000000,27446.00000000,64713.00000000,387213.00000000,2301.00000000,34524.00000000,49152.00000000,MWh
2023-03-01,日,607484.00000000,25242.00000000,64864.00000000,423019.00000000,2215.00000000,44358.00000000,47786.00000000,MWh
2023-03-02,日,594056.00000000,24796.00000000,60069.00000000,410959.00000000,2605.00000000,51999.00000000,43628.00000000,MWh
2023-03-03,日,651464.00000000,25017.00000000,67801.00000000,466203.00000000,2116.00000000,46416.00000000,43911.00000000,MWh
2023-03-04,日,633743.00000000,24987.00000000,65928.00000000,461321.00000000,2286.00000000,39117.00000000,40104.00000000,MWh
2023-03-05,日,616611.00000000,25694.00000000,67437.00000000,444124.00000000,2459.00000000,34730.00000000,42167.00000000,MWh
2023-03-06,日,597103.00000000,25588.00000000,60759.00000000,422679.00000000,2884.00000000,43448.00000000,41745.00000000,MWh
2023-03-07,日,616716.00000000,26048.00000000,61563.00000000,440488.00000000,2916.00000000,42710.00000000,42991.00000000,MWh
2023-03-08,日,658454.00000000,24782.00000000,71207.00000000,481306.00000000,2703.00000000,32686.00000000,45770.00000000,MWh
2023-03-09,日,660826.00000000,25169.00000000,64661.00000000,485496.00000000,2740.00000000,37936.00000000,44824.00000000,MWh
2023-03-10,日,555571.00000000,24863.00000000,63303.00000000,389312.00000000,2662.00000000,33507.00000000,41924.00000000,MWh
2023-03-11,日,622251.00000000,24315.00000000,64955.00000000,452687.00000000,2424.00000000,34120.00000000,43750.00000000,MWh
2023-03-12,日,652163.00000000,23576.00000000,51062.00000000,487642.00000000,1793.00000000,46179.00000000,41911.00000000,MWh
2023-03-13,日,693730.00000000,23756.00000000,58927.00000000,516503.00000000,1548.00000000,49555.00000000,43441.00000000,MWh
2023-03-14,日,596152.00000000,22434.00000000,67187.00000000,431569.00000000,1820.00000000,33463.00000000,39679.00000000,MWh
2023-03-15,日,666593.00000000,22553.00000000,65840.00000000,485403.00000000,2463.00000000,45181.00000000,45153.00000000,MWh
2023-03-16,日,603656.00000000,22217.00000000,59763.00000000,445829.00000000,2039.00000000,35153.00000000,38655.00000000,MWh
2023-03-17,日,634937.00000000,22373.00000000,65643.00000000,461035.00000000,1893.00000000,35139.00000000,48854.00000000,MWh
2023-03-18,日,605085.00000000,22797.00000000,69892.00000000,428706.00000000,1634.00000000,40923.00000000,41133.00000000,MWh
2023-03-19,日,577613.00000000,21904.00000000,63035.00000000,410875.00000000,1887.00000000,41291.00000000,38621.00000000,MWh
2023-03-20,日,581658.00000000,24080.00000000,76526.00000000,401290.00000000,2032.00000000,36213.00000000,41517.00000000,MWh
2023-03-21,日,553711.00000000,23541.00000000,51891.00000000,398935.00000000,1968.00000000,36636.00000000,40740.00000000,MWh
2023-03-22,日,569041.00000000,24955.00000000,53602.00000000,408726.00000000,2705.00000000,35959.00000000,43094.00000000,MWh
2023-03-23,日,662124.00000000,28971.00000000,62492.00000000,482369.00000000,2892.00000000,44872.00000000,40528.00000000,MWh
2023-03-24,日,704854.00000000,58938.00000000,75901.00000000,483458.00000000,3522.00000000,41892.00000000,41143.00000000,MWh
2023-03-25,日,667190.00000000,78779.00000000,76426.00000000,427121.00000000,4604.00000000,40908.00000000,39352.00000000,MWh
2023-03-26,日,688138.00000000,103646.00000000,72732.00000000,424201.00000000,2768.00000000,46186.00000000,38605.00000000,MWh
2023-03-27,日,743829.00000000,108434.00000000,73460.00000000,472525.00000000,2443.00000000,49885.00000000,37082.00000000,MWh
2023-03-28,日,763678.00000000,99059.00000000,85181.00000000,476553.00000000,1541.00000000,62037.00000000,39307.00000000,MWh
2023-03-29,日,731575.00000000,110575.00000000,90295.00000000,432610.00000000,2111.00000000,53209.00000000,42775.00000000,MWh
2023-03-30,日,721979.00000000,116533.00000000,90043.00000000,434155.00000000,2414.00000000,38456.00000000,40378.00000000,MWh
2023-03-31,日,711455.00000000,111395.00000000,100092.00000000,414195.00000000,2261.00000000,37420.00000000,46092.00000000,MWh
2023-04-01,日,675335.00000000,104055.00000000,85210.00000000,397475.00000000,1801.00000000,40788.00000000,46006.00000000,MWh
2023-04-02,日,656041.00000000,101681.00000000,120226.00000000,349233.00000000,3874.00000000,35384.00000000,45643.00000000,MWh
2023-04-03,日,604607.00000000,99178.00000000,64240.00000000,354713.00000000,3766.00000000,36796.00000000,45914.00000000,MWh
2023-04-04,日,610301.00000000,99685.00000000,71380.00000000,352376.00000000,3043.00000000,39306.00000000,44511.00000000,MWh
2023-04-05,日,594954.00000000,101811.00000000,69119.00000000,354760.00000000,2227.00000000,37323.00000000,29714.00000000,MWh
2023-04-06,日,701293.00000000,115388.00000000,70199.00000000,435524.00000000,4560.00000000,40633.00000000,34989.00000000,MWh
2023-04-07,日,708823.00000000,125648.00000000,74078.00000000,417584.00000000,1692.00000000,38364.00000000,51457.00000000,MWh
2023-04-08,日,748484.00000000,120610.00000000,91644.00000000,442343.00000000,2267.00000000,39238.00000000,52382.00000000,MWh
2023-04-09,日,660856.00000000,98665.00000000,95679.00000000,374022.00000000,1321.00000000,45099.00000000,46070.00000000,MWh
2023-04-10,日,654877.00000000,94594.00000000,86153.00000000,382035.00000000,1613.00000000,40199.00000000,50283.00000000,MWh
2023-04-11,日,647293.00000000,84273.00000000,84724.00000000,383278.00000000,1744.00000000,40482.00000000,52792.00000000,MWh
2023-04-12,日,662198.00000000,84944.00000000,84689.00000000,401207.00000000,2957.00000000,37649.00000000,50752.00000000,MWh
2023-04-13,日,595158.00000000,80143.00000000,74801.00000000,352529.00000000,2779.00000000,38502.00000000,46404.00000000,MWh
2023-04-14,日,676995.00000000,80976.00000000,83326.00000000,411038.00000000,4116.00000000,46124.00000000,51415.00000000,MWh
2023-04-15,日,674113.00000000,69959.00000000,77793.00000000,436983.00000000,1614.00000000,44203.00000000,43561.00000000,MWh
2023-04-16,日,617537.00000000,67207.00000000,67653.00000000,391107.00000000,2843.00000000,38828.00000000,49899.00000000,MWh
2023-04-17,日,578943.00000000,62485.00000000,75863.00000000,345059.00000000,1746.00000000,42502.00000000,51288.00000000,MWh
2023-04-18,日,647462.00000000,68084.00000000,78616.00000000,391627.00000000,2297.00000000,50452.00000000,56386.00000000,MWh
2023-04-19,日,722686.00000000,92527.00000000,85498.00000000,446869.00000000,2615.00000000,42347.00000000,52830.00000000,MWh
2023-04-20,日,679248.00000000,101099.00000000,88139.00000000,387920.00000000,2981.00000000,45359.00000000,53750.00000000,MWh
2023-04-21,日,674414.00000000,100246.00000000,85061.00000000,382974.00000000,3961.00000000,50154.00000000,52018.00000000,MWh
2023-04-22,日,650090.00000000,90874.00000000,69999.00000000,392114.00000000,3036.00000000,54303.00000000,39764.00000000,MWh
2023-04-23,日,646366.00000000,94195.00000000,86976.00000000,363507.00000000,3337.00000000,56145.00000000,42206.00000000,MWh
2023-04-24,日,720200.00000000,103940.00000000,102452.00000000,379725.00000000,3993.00000000,74506.00000000,55584.00000000,MWh
2023-04-25,日,780501.00000000,107555.00000000,97259.00000000,452557.00000000,3266.00000000,68206.00000000,51658.00000000,MWh
2023-04-26,日,690645.00000000,64268.00000000,96085.00000000,423492.00000000,2296.00000000,52387.00000000,52117.00000000,MWh
2023-04-27,日,694445.00000000,111729.00000000,99566.00000000,377594.00000000,2291.00000000,50068.00000000,53197.00000000,MWh
2023-04-28,日,737017.00000000,81222.00000000,108513.00000000,435185.00000000,1902.00000000,55526.00000000,54669.00000000,MWh
2023-04-29,日,794498.00000000,89116.00000000,103351.00000000,503132.00000000,1754.00000000,46488.00000000,50657.00000000,MWh
2023-04-30,日,789224.00000000,89155.00000000,116636.00000000,499971.00000000,2158.00000000,38877.00000000,42427.00000000,MWh
2023-05-01,日,610661.00000000,81457.00000000,101450.00000000,354167.00000000,2056.00000000,39182.00000000,32349.00000000,MWh
2023-05-02,日,637326.00000000,72599.00000000,101546.00000000,383289.00000000,2126.00000000,37954.00000000,39812.00000000,MWh
2023-05-03,日,622341.00000000,69837.00000000,101065.00000000,373023.00000000,2059.00000000,38123.00000000,38234.00000000,MWh
2023-05-04,日,675196.00000000,69172.00000000,88410.00000000,416026.00000000,2324.00000000,41333.00000000,57931.00000000,MWh
2023-05-05,日,770211.00000000,71893.00000000,91422.00000000,505831.00000000,2276.00000000,38557.00000000,60232.00000000,MWh
2023-05-06,日,790078.00000000,69452.00000000,95390.00000000,515457.00000000,2394.00000000,44473.00000000,62912.00000000,MWh
2023-05-07,日,795112.00000000,88221.00000000,90572.00000000,496049.00000000,2183.00000000,60383.00000000,57704.00000000,MWh
2023-05-08,日,833345.00000000,90942.00000000,88213.00000000,539448.00000000,1879.00000000,55326.00000000,57537.00000000,MWh
2023-05-09,日,774839.00000000,88157.00000000,88608.00000000,475772.00000000,1575.00000000,63051.00000000,57676.00000000,MWh
2023-05-10,日,814641.00000000,80753.00000000,97945.00000000,509295.00000000,3181.00000000,66039.00000000,57428.00000000,MWh
2023-05-11,日,835769.00000000,103946.00000000,90005.00000000,522927.00000000,3828.00000000,63403.00000000,51660.00000000,MWh
2023-05-12,日,838847.00000000,118005.00000000,85973.00000000,529058.00000000,3544.00000000,50641.00000000,51626.00000000,MWh
2023-05-13,日,848446.00000000,108650.00000000,90346.00000000,543232.00000000,4480.00000000,50803.00000000,50935.00000000,MWh
2023-05-14,日,805201.00000000,96637.00000000,95610.00000000,510281.00000000,3683.00000000,47045.00000000,51945.00000000,MWh
2023-05-15,日,768120.00000000,84983.00000000,97816.00000000,482112.00000000,3480.00000000,47248.00000000,52481.00000000,MWh
2023-05-16,日,719370.00000000,81335.00000000,90811.00000000,448697.00000000,5278.00000000,45125.00000000,48124.00000000,MWh
2023-05-17,日,800552.00000000,75336.00000000,94071.00000000,532038.00000000,4549.00000000,46479.00000000,48079.00000000,MWh
2023-05-18,日,879460.00000000,73455.00000000,97817.00000000,611724.00000000,4695.00000000,43914.00000000,47855.00000000,MWh
2023-05-19,日,897564.00000000,73120.00000000,98881.00000000,619682.00000000,5806.00000000,43270.00000000,56805.00000000,MWh
2023-05-20,日,837031.00000000,79188.00000000,91552.00000000,565383.00000000,4300.00000000,49050.00000000,47558.00000000,MWh
2023-05-21,日,802474.00000000,87380.00000000,82829.00000000,518613.00000000,4240.00000000,66295.00000000,43117.00000000,MWh
2023-05-22,日,881685.00000000,88354.00000000,90988.00000000,582794.00000000,4201.00000000,63069.00000000,52279.00000000,MWh
2023-05-23,日,819049.00000000,82562.00000000,91987.00000000,533158.00000000,4142.00000000,64408.00000000,42792.00000000,MWh
2023-05-24,日,800929.00000000,76427.00000000,98299.00000000,529296.00000000,6233.00000000,55625.00000000,35049.00000000,MWh
2023-05-25,日,818390.00000000,71114.00000000,105236.00000000,518843.00000000,6365.00000000,80489.00000000,36343.00000000,MWh
2023-05-26,日,803850.00000000,72153.00000000,97213.00000000,505329.00000000,5421.00000000,79496.00000000,44238.00000000,MWh
2023-05-27,日,848327.00000000,68017.00000000,85592.00000000,572516.00000000,5709.00000000,74213.00000000,42280.00000000,MWh
2023-05-28,日,870544.00000000,63578.00000000,105243.00000000,554217.00000000,5832.00000000,76212.00000000,65462.00000000,MWh
2023-05-29,日,974836.00000000,60498.00000000,115124.00000000,663734.00000000,5964.00000000,82950.00000000,46566.00000000,MWh
2023-05-30,日,1045003.00000000,60340.00000000,122854.00000000,695926.00000000,5149.00000000,103238.00000000,57496.00000000,MWh
2023-05-31,日,1003780.00000000,61705.00000000,112445.00000000,675499.00000000,5644.00000000,81613.00000000,66874.00000000,MWh
2023-06-01,日,979259.00000000,60318.00000000,117030.00000000,661410.00000000,3960.00000000,79576.00000000,56965.00000000,MWh
2023-06-02,日,977841.00000000,59784.00000000,124554.00000000,662182.00000000,4808.00000000,75124.00000000,51389.00000000,MWh
2023-06-03,日,988106.00000000,56541.00000000,115543.00000000,664053.00000000,5791.00000000,90101.00000000,56077.00000000,MWh
2023-06-04,日,940597.00000000,59615.00000000,99216.00000000,635816.00000000,4032.00000000,91574.00000000,50344.00000000,MWh
2023-06-05,日,1069719.00000000,63099.00000000,104873.00000000,747481.00000000,4092.00000000,103743.00000000,46431.00000000,MWh
2023-06-06,日,1053776.00000000,59231.00000000,105170.00000000,737187.00000000,4672.00000000,107179.00000000,40337.00000000,MWh
2023-06-07,日,1032214.00000000,67029.00000000,108653.00000000,702877.00000000,3845.00000000,112813.00000000,36997.00000000,MWh
2023-06-08,日,990744.00000000,72740.00000000,90607.00000000,673189.00000000,4158.00000000,110137.00000000,39913.00000000,MWh
2023-06-09,日,1020460.00000000,71916.00000000,106712.00000000,690567.00000000,4902.00000000,109153.00000000,37210.00000000,MWh
2023-06-10,日,1001494.00000000,80912.00000000,90790.00000000,669798.00000000,4165.00000000,98143.00000000,57686.00000000,MWh
2023-06-11,日,1005112.00000000,76369.00000000,91722.00000000,676926.00000000,4579.00000000,93596.00000000,61920.00000000,MWh
2023-06-12,日,1102409.00000000,70043.00000000,100000.00000000,755643.00000000,4302.00000000,97737.00000000,74684.00000000,MWh
2023-06-13,日,1131578.00000000,64286.00000000,93950.00000000,827300.00000000,7061.00000000,91141.00000000,47840.00000000,MWh
2023-06-14,日,1185754.00000000,70271.00000000,91734.00000000,885122.00000000,6102.00000000,92167.00000000,40358.00000000,MWh
2023-06-15,日,1214160.00000000,69315.00000000,123399.00000000,877032.00000000,6425.00000000,95970.00000000,42019.00000000,MWh
2023-06-16,日,1122931.00000000,72574.00000000,81492.00000000,842844.00000000,6307.00000000,87504.00000000,32210.00000000,MWh
2023-06-17,日,1102233.00000000,80545.00000000,76554.00000000,827615.00000000,6481.00000000,81650.00000000,29388.00000000,MWh
2023-06-18,日,1151675.00000000,83663.00000000,82903.00000000,856246.00000000,7217.00000000,89638.00000000,32008.00000000,MWh
2023-06-19,日,1241675.00000000,81825.00000000,91555.00000000,917346.00000000,5602.00000000,113542.00000000,31805.00000000,MWh
2023-06-20,日,1355375.00000000,81041.00000000,92295.00000000,1020766.00000000,5888.00000000,124479.00000000,30906.00000000,MWh
2023-06-21,日,1299828.00000000,85565.00000000,89033.00000000,968005.00000000,5396.00000000,122190.00000000,29639.00000000,MWh
2023-06-22,日,1267757.00000000,80946.00000000,122881.00000000,909655.00000000,5741.00000000,124811.00000000,23723.00000000,MWh
2023-06-23,日,1283252.00000000,100859.00000000,135756.00000000,891773.00000000,5697.00000000,127459.00000000,21708.00000000,MWh
2023-06-24,日,1368728.00000000,110655.00000000,134366.00000000,984012.00000000,3756.00000000,115689.00000000,20250.00000000,MWh
2023-06-25,日,1420728.00000000,111825.00000000,132447.00000000,1047095.00000000,3495.00000000,99929.00000000,25937.00000000,MWh
2023-06-26,日,1412407.00000000,114151.00000000,130728.00000000,1039994.00000000,3481.00000000,101161.00000000,22892.00000000,MWh
