时间,时间维度,南方电网,广东,广西,云南,海南,贵州,指标单位
"2021-06-09	",日,"690067.00000000	","596507.00000000	","86434.00000000	","428580.00000000	","7126.00000000	","166425.00000000	","MWh	"
"2021-06-10	",日,"693622.00000000	","587965.00000000	","98248.00000000	","428716.00000000	","7409.00000000	","176974.00000000	","MWh	"
"2021-06-11	",日,"752816.00000000	","643333.00000000	","102953.00000000	","497979.00000000	","6530.00000000	","171481.00000000	","MWh	"
"2021-06-12	",日,"773500.00000000	","675641.00000000	","97859.00000000	","538259.00000000	","0.00000000	","169387.00000000	","MWh	"
"2021-06-13	",日,"769004.00000000	","643694.00000000	","118042.00000000	","533540.00000000	","7268.00000000	","169482.00000000	","MWh	"
"2021-06-14	",日,"672556.00000000	","557145.00000000	","108606.00000000	","451966.00000000	","6805.00000000	","168709.00000000	","MWh	"
"2021-06-15	",日,"798281.00000000	","690623.00000000	","100687.00000000	","555599.00000000	","6971.00000000	","169990.00000000	","MWh	"
"2021-06-16	",日,"811451.00000000	","703362.00000000	","101025.00000000	","568549.00000000	","7064.00000000	","169138.00000000	","MWh	"
"2021-06-17	",日,"843808.00000000	","727413.00000000	","108041.00000000	","596005.00000000	","8354.00000000	","169407.00000000	","MWh	"
"2021-06-18	",日,"912136.00000000	","776938.00000000	","127159.00000000	","649779.00000000	","8039.00000000	","168798.00000000	","MWh	"
"2021-06-19	",日,"918548.00000000	","782354.00000000	","127927.00000000	","664840.00000000	","8267.00000000	","169060.00000000	","MWh	"
"2021-06-20	",日,"902003.00000000	","737690.00000000	","155992.00000000	","638311.00000000	","8321.00000000	","168873.00000000	","MWh	"
"2021-06-21	",日,"912842.00000000	","752486.00000000	","153231.00000000	","651413.00000000	","7125.00000000	","168111.00000000	","MWh	"
"2021-06-22	",日,"867487.00000000	","721122.00000000	","137277.00000000	","583068.00000000	","9088.00000000	","174008.00000000	","MWh	"
"2021-06-23	",日,"835645.00000000	","690891.00000000	","135881.00000000	","570840.00000000	","8873.00000000	","176491.00000000	","MWh	"
"2021-06-24	",日,"856829.00000000	","709407.00000000	","138703.00000000	","593074.00000000	","8719.00000000	","176126.00000000	","MWh	"
"2021-06-25	",日,"895087.00000000	","750943.00000000	","135549.00000000	","637717.00000000	","8595.00000000	","179104.00000000	","MWh	"
"2021-06-26	",日,"858627.00000000	","715545.00000000	","134012.00000000	","646786.00000000	","9070.00000000	","138984.00000000	","MWh	"
"2021-06-27	",日,"853850.00000000	","725959.00000000	","118770.00000000	","651490.00000000	","9121.00000000	","139290.00000000	","MWh	"
"2021-06-28	",日,"835068.00000000	","706760.00000000	","119227.00000000	","571748.00000000	","9081.00000000	","173314.00000000	","MWh	"
"2021-06-29	",日,"915076.00000000	","791399.00000000	","114625.00000000	","647567.00000000	","9052.00000000	","177943.00000000	","MWh	"
"2021-06-30	",日,"940185.00000000	","835447.00000000	","96117.00000000	","693120.00000000	","8621.00000000	","179289.00000000	","MWh	"
"2021-07-01	",日,"899301.00000000	","805752.00000000	","85194.00000000	","653027.00000000	","8355.00000000	","171163.00000000	","MWh	"
"2021-07-02	",日,"940812.00000000	","829478.00000000	","103551.00000000	","687535.00000000	","7783.00000000	","179047.00000000	","MWh	"
"2021-07-03	",日,"958221.00000000	","827393.00000000	","121970.00000000	","706064.00000000	","8858.00000000	","178648.00000000	","MWh	"
"2021-07-04	",日,"956704.00000000	","801162.00000000	","146948.00000000	","700486.00000000	","8594.00000000	","178450.00000000	","MWh	"
"2021-07-05	",日,"984629.00000000	","828654.00000000	","147745.00000000	","714635.00000000	","8230.00000000	","177132.00000000	","MWh	"
"2021-07-06	",日,"1002858.00000000	","822426.00000000	","172164.00000000	","718981.00000000	","8268.00000000	","177597.00000000	","MWh	"
"2021-07-07	",日,"979125.00000000	","809051.00000000	","161799.00000000	","699186.00000000	","8275.00000000	","177314.00000000	","MWh	"
"2021-07-08	",日,"965583.00000000	","806455.00000000	","150372.00000000	","690024.00000000	","8756.00000000	","177536.00000000	","MWh	"
"2021-07-09	",日,"990857.00000000	","844791.00000000	","141536.00000000	","729192.00000000	","4530.00000000	","177337.00000000	","MWh	"
"2021-07-10	",日,"982227.00000000	","827803.00000000	","143150.00000000	","716794.00000000	","11274.00000000	","181479.00000000	","MWh	"
"2021-07-11	",日,"959645.00000000	","797166.00000000	","151422.00000000	","698853.00000000	","11057.00000000	","177683.00000000	","MWh	"
"2021-07-12	",日,"1019205.00000000	","849306.00000000	","158862.00000000	","747145.00000000	","11037.00000000	","178138.00000000	","MWh	"
"2021-07-13	",日,"1015243.00000000	","842499.00000000	","161583.00000000	","740075.00000000	","11161.00000000	","176890.00000000	","MWh	"
"2021-07-14	",日,"1009387.00000000	","826485.00000000	","171877.00000000	","718933.00000000	","11025.00000000	","180406.00000000	","MWh	"
"2021-07-15	",日,"997254.00000000	","829335.00000000	","156782.00000000	","709697.00000000	","11137.00000000	","181048.00000000	","MWh	"
"2021-07-16	",日,"985713.00000000	","809357.00000000	","165939.00000000	","706476.00000000	","10417.00000000	","177739.00000000	","MWh	"
"2021-07-17	",日,"946432.00000000	","774065.00000000	","162198.00000000	","677880.00000000	","10169.00000000	","161384.00000000	","MWh	"
"2021-07-18	",日,"938104.00000000	","759237.00000000	","168227.00000000	","666871.00000000	","10640.00000000	","170562.00000000	","MWh	"
"2021-07-19	",日,"946091.00000000	","766754.00000000	","168087.00000000	","672688.00000000	","11250.00000000	","171276.00000000	","MWh	"
"2021-07-20	",日,"945246.00000000	","776188.00000000	","164936.00000000	","678101.00000000	","4122.00000000	","172148.00000000	","MWh	"
"2021-07-21	",日,"887844.00000000	","749710.00000000	","138134.00000000	","633552.00000000	","3130.00000000	","162271.00000000	","MWh	"
"2021-07-22	",日,"886569.00000000	","739931.00000000	","136402.00000000	","632681.00000000	","10236.00000000	","161538.00000000	","MWh	"
"2021-07-23	",日,"887820.00000000	","740954.00000000	","136412.00000000	","632424.00000000	","10454.00000000	","161329.00000000	","MWh	"
"2021-07-24	",日,"887386.00000000	","743860.00000000	","135287.00000000	","621805.00000000	","8239.00000000	","161152.00000000	","MWh	"
"2021-07-25	",日,"871806.00000000	","711696.00000000	","149747.00000000	","616115.00000000	","10363.00000000	","156965.00000000	","MWh	"
"2021-07-26	",日,"962280.00000000	","789955.00000000	","163394.00000000	","674519.00000000	","8931.00000000	","170929.00000000	","MWh	"
"2021-07-27	",日,"1003394.00000000	","843079.00000000	","151323.00000000	","730074.00000000	","8992.00000000	","161708.00000000	","MWh	"
"2021-07-28	",日,"984865.00000000	","817181.00000000	","158162.00000000	","724384.00000000	","9522.00000000	","164597.00000000	","MWh	"
"2021-07-29	",日,"949619.00000000	","791060.00000000	","149320.00000000	","698591.00000000	","9239.00000000	","155127.00000000	","MWh	"
"2021-07-30	",日,"931130.00000000	","770338.00000000	","151741.00000000	","675089.00000000	","9051.00000000	","153231.00000000	","MWh	"
"2021-07-31	",日,"884448.00000000	","733582.00000000	","140826.00000000	","659456.00000000	","10040.00000000	","122151.00000000	","MWh	"
"2021-08-01	",日,"835149.00000000	","685416.00000000	","139164.00000000	","637511.00000000	","10569.00000000	","134642.00000000	","MWh	"
"2021-08-02	",日,"892346.00000000	","745489.00000000	","137296.00000000	","666605.00000000	","9561.00000000	","146693.00000000	","MWh	"
"2021-08-03	",日,"858817.00000000	","719783.00000000	","129195.00000000	","627541.00000000	","9839.00000000	","152249.00000000	","MWh	"
"2021-08-04	",日,"829117.00000000	","687629.00000000	","132189.00000000	","598402.00000000	","9299.00000000	","164376.00000000	","MWh	"
"2021-08-05	",日,"802857.00000000	","650540.00000000	","142486.00000000	","591026.00000000	","9831.00000000	","154739.00000000	","MWh	"
"2021-08-06	",日,"765363.00000000	","623577.00000000	","131587.00000000	","591575.00000000	","10199.00000000	","111712.00000000	","MWh	"
"2021-08-07	",日,"748664.00000000	","604074.00000000	","134479.00000000	","590364.00000000	","10111.00000000	","103234.00000000	","MWh	"
"2021-08-08	",日,"737884.00000000	","581485.00000000	","146228.00000000	","578736.00000000	","10171.00000000	","94987.00000000	","MWh	"
"2021-08-09	",日,"765705.00000000	","620534.00000000	","135029.00000000	","580366.00000000	","10142.00000000	","112202.00000000	","MWh	"
"2021-08-10	",日,"746672.00000000	","607121.00000000	","129247.00000000	","550626.00000000	","10304.00000000	","116199.00000000	","MWh	"
"2021-08-11	",日,"779696.00000000	","645862.00000000	","123852.00000000	","595670.00000000	","9982.00000000	","95768.00000000	","MWh	"
"2021-08-12	",日,"793301.00000000	","662040.00000000	","122001.00000000	","612356.00000000	","9260.00000000	","104544.00000000	","MWh	"
"2021-08-13	",日,"824957.00000000	","697986.00000000	","119104.00000000	","632572.00000000	","7867.00000000	","105105.00000000	","MWh	"
"2021-08-14	",日,"793379.00000000	","682926.00000000	","103069.00000000	","623290.00000000	","7384.00000000	","103984.00000000	","MWh	"
"2021-08-15	",日,"793331.00000000	","680658.00000000	","104840.00000000	","633631.00000000	","7833.00000000	","102696.00000000	","MWh	"
"2021-08-16	",日,"872322.00000000	","754384.00000000	","110486.00000000	","687899.00000000	","7452.00000000	","109645.00000000	","MWh	"
"2021-08-17	",日,"930113.00000000	","797573.00000000	","124462.00000000	","755341.00000000	","8078.00000000	","120016.00000000	","MWh	"
"2021-08-18	",日,"917059.00000000	","785210.00000000	","124048.00000000	","762972.00000000	","7801.00000000	","97246.00000000	","MWh	"
"2021-08-19	",日,"995397.00000000	","845934.00000000	","141709.00000000	","836091.00000000	","7754.00000000	","108081.00000000	","MWh	"
"2021-08-20	",日,"975642.00000000	","828173.00000000	","140090.00000000	","813368.00000000	","7379.00000000	","105369.00000000	","MWh	"
"2021-08-21	",日,"1008363.00000000	","867992.00000000	","139546.00000000	","841033.00000000	","825.00000000	","109001.00000000	","MWh	"
"2021-08-22	",日,"1017952.00000000	","868961.00000000	","137613.00000000	","854593.00000000	","11378.00000000	","114024.00000000	","MWh	"
"2021-08-23	",日,"1023913.00000000	","870163.00000000	","145513.00000000	","838257.00000000	","8237.00000000	","110398.00000000	","MWh	"
"2021-08-24	",日,"1036331.00000000	","871132.00000000	","156386.00000000	","826695.00000000	","8813.00000000	","120329.00000000	","MWh	"
"2021-08-25	",日,"1032825.00000000	","865570.00000000	","158632.00000000	","807773.00000000	","8623.00000000	","130215.00000000	","MWh	"
"2021-08-26	",日,"1037081.00000000	","871135.00000000	","157200.00000000	","802716.00000000	","8746.00000000	","139011.00000000	","MWh	"
"2021-08-27	",日,"1044931.00000000	","885616.00000000	","147810.00000000	","805099.00000000	","11505.00000000	","143452.00000000	","MWh	"
"2021-08-28	",日,"1048503.00000000	","887620.00000000	","149538.00000000	","865074.00000000	","11345.00000000	","122845.00000000	","MWh	"
"2021-08-29	",日,"1039655.00000000	","877880.00000000	","150634.00000000	","858131.00000000	","11141.00000000	","119068.00000000	","MWh	"
"2021-08-30	",日,"1056804.00000000	","888055.00000000	","157673.00000000	","864626.00000000	","11076.00000000	","108070.00000000	","MWh	"
"2021-08-31	",日,"1083891.00000000	","909912.00000000	","162644.00000000	","900352.00000000	","11335.00000000	","104933.00000000	","MWh	"
"2021-09-01	",日,"1062943.00000000	","878128.00000000	","173702.00000000	","878829.00000000	","11113.00000000	","106015.00000000	","MWh	"
"2021-09-02	",日,"1070528.00000000	","886728.00000000	","172826.00000000	","881378.00000000	","10974.00000000	","112006.00000000	","MWh	"
"2021-09-03	",日,"1075476.00000000	","893448.00000000	","171211.00000000	","881505.00000000	","10817.00000000	","118854.00000000	","MWh	"
"2021-09-04	",日,"1071161.00000000	","889840.00000000	","169950.00000000	","874943.00000000	","11371.00000000	","119799.00000000	","MWh	"
"2021-09-05	",日,"1027616.00000000	","843632.00000000	","172598.00000000	","837058.00000000	","11386.00000000	","118265.00000000	","MWh	"
"2021-09-06	",日,"1055525.00000000	","870814.00000000	","175594.00000000	","867166.00000000	","9117.00000000	","113500.00000000	","MWh	"
"2021-09-07	",日,"1074259.00000000	","894523.00000000	","169815.00000000	","885699.00000000	","9921.00000000	","119941.00000000	","MWh	"
"2021-09-08	",日,"1086842.00000000	","899601.00000000	","177427.00000000	","892573.00000000	","9814.00000000	","119811.00000000	","MWh	"
"2021-09-09	",日,"1114734.00000000	","916737.00000000	","188095.00000000	","907144.00000000	","9902.00000000	","113650.00000000	","MWh	"
"2021-09-10	",日,"1129626.00000000	","925621.00000000	","194061.00000000	","925149.00000000	","9944.00000000	","106103.00000000	","MWh	"
"2021-09-11	",日,"1112483.00000000	","910942.00000000	","192211.00000000	","900852.00000000	","9330.00000000	","104734.00000000	","MWh	"
"2021-09-12	",日,"1087010.00000000	","883620.00000000	","191909.00000000	","884838.00000000	","11481.00000000	","99380.00000000	","MWh	"
"2021-09-13	",日,"1110703.00000000	","933707.00000000	","167732.00000000	","899682.00000000	","9264.00000000	","104480.00000000	","MWh	"
"2021-09-14	",日,"1066532.00000000	","925059.00000000	","131608.00000000	","854490.00000000	","9865.00000000	","110916.00000000	","MWh	"
"2021-09-15	",日,"1056955.00000000	","921691.00000000	","124969.00000000	","850274.00000000	","10295.00000000	","110925.00000000	","MWh	"
"2021-09-16	",日,"1057602.00000000	","923765.00000000	","123313.00000000	","854900.00000000	","10524.00000000	","111473.00000000	","MWh	"
"2021-09-17	",日,"1039695.00000000	","902648.00000000	","126381.00000000	","846434.00000000	","10666.00000000	","109402.00000000	","MWh	"
"2021-09-18	",日,"1079511.00000000	","941885.00000000	","127437.00000000	","884099.00000000	","10189.00000000	","113901.00000000	","MWh	"
"2021-09-19	",日,"1051095.00000000	","915982.00000000	","123999.00000000	","873745.00000000	","11114.00000000	","116989.00000000	","MWh	"
"2021-09-20	",日,"1040114.00000000	","906909.00000000	","121946.00000000	","872120.00000000	","11259.00000000	","110223.00000000	","MWh	"
"2021-09-21	",日,"979170.00000000	","818272.00000000	","149190.00000000	","870616.00000000	","11708.00000000	","54550.00000000	","MWh	"
"2021-09-22	",日,"1063292.00000000	","875863.00000000	","176572.00000000	","904906.00000000	","10857.00000000	","102397.00000000	","MWh	"
"2021-09-23	",日,"1031782.00000000	","882732.00000000	","138365.00000000	","869726.00000000	","10685.00000000	","107226.00000000	","MWh	"
"2021-09-24	",日,"1047538.00000000	","902778.00000000	","133866.00000000	","885521.00000000	","10894.00000000	","107376.00000000	","MWh	"
"2021-09-25	",日,"1050194.00000000	","900334.00000000	","139244.00000000	","884139.00000000	","10616.00000000	","106982.00000000	","MWh	"
"2021-09-26	",日,"1044345.00000000	","897463.00000000	","136197.00000000	","885450.00000000	","10685.00000000	","104366.00000000	","MWh	"
"2021-09-27	",日,"1023688.00000000	","884258.00000000	","129067.00000000	","867574.00000000	","10363.00000000	","97024.00000000	","MWh	"
"2021-09-28	",日,"1033071.00000000	","890132.00000000	","132364.00000000	","879038.00000000	","10575.00000000	","94989.00000000	","MWh	"
"2021-09-29	",日,"1008113.00000000	","864736.00000000	","132640.00000000	","843922.00000000	","10737.00000000	","90705.00000000	","MWh	"
"2021-09-30	",日,"1001048.00000000	","855112.00000000	","135645.00000000	","832485.00000000	","10291.00000000	","88580.00000000	","MWh	"
"2021-10-01	",日,"779046.00000000	","626731.00000000	","141038.00000000	","666787.00000000	","11277.00000000	","53022.00000000	","MWh	"
"2021-10-02	",日,"737041.00000000	","587819.00000000	","137979.00000000	","633386.00000000	","11243.00000000	","49103.00000000	","MWh	"
"2021-10-03	",日,"728553.00000000	","590424.00000000	","129420.00000000	","625526.00000000	","8709.00000000	","62097.00000000	","MWh	"
"2021-10-04	",日,"760164.00000000	","615482.00000000	","134792.00000000	","625247.00000000	","9890.00000000	","79609.00000000	","MWh	"
"2021-10-05	",日,"817489.00000000	","674045.00000000	","135227.00000000	","682431.00000000	","8217.00000000	","90204.00000000	","MWh	"
"2021-10-06	",日,"832255.00000000	","687255.00000000	","136511.00000000	","737207.00000000	","8489.00000000	","78346.00000000	","MWh	"
"2021-10-07	",日,"822457.00000000	","701525.00000000	","112732.00000000	","739104.00000000	","8200.00000000	","68600.00000000	","MWh	"
"2021-10-08	",日,"776682.00000000	","673332.00000000	","95785.00000000	","670686.00000000	","7565.00000000	","65704.00000000	","MWh	"
"2021-10-09	",日,"699965.00000000	","638154.00000000	","59495.00000000	","585437.00000000	","2316.00000000	","69813.00000000	","MWh	"
"2021-10-10	",日,"656667.00000000	","583318.00000000	","64630.00000000	","556910.00000000	","8719.00000000	","58825.00000000	","MWh	"
"2021-10-11	",日,"710197.00000000	","654548.00000000	","55649.00000000	","576077.00000000	","0.00000000	","77542.00000000	","MWh	"
"2021-10-12	",日,"655634.00000000	","602385.00000000	","43731.00000000	","524018.00000000	","9518.00000000	","61328.00000000	","MWh	"
"2021-10-13	",日,"635122.00000000	","584141.00000000	","50171.00000000	","517918.00000000	","810.00000000	","46072.00000000	","MWh	"
"2021-10-14	",日,"646113.00000000	","586945.00000000	","55756.00000000	","518953.00000000	","3412.00000000	","48094.00000000	","MWh	"
"2021-10-15	",日,"692436.00000000	","620096.00000000	","70640.00000000	","570753.00000000	","1700.00000000	","50342.00000000	","MWh	"
"2021-10-16	",日,"645156.00000000	","578702.00000000	","63150.00000000	","519340.00000000	","3304.00000000	","55116.00000000	","MWh	"
"2021-10-17	",日,"570663.00000000	","495098.00000000	","72492.00000000	","454871.00000000	","3073.00000000	","39175.00000000	","MWh	"
"2021-10-18	",日,"668072.00000000	","538083.00000000	","126553.00000000	","548621.00000000	","3436.00000000	","42815.00000000	","MWh	"
"2021-10-19	",日,"734257.00000000	","581698.00000000	","149234.00000000	","598834.00000000	","3325.00000000	","52660.00000000	","MWh	"
"2021-10-20	",日,"769084.00000000	","642240.00000000	","122667.00000000	","641024.00000000	","4177.00000000	","50621.00000000	","MWh	"
"2021-10-21	",日,"701643.00000000	","626753.00000000	","71384.00000000	","566956.00000000	","3506.00000000	","59248.00000000	","MWh	"
"2021-10-22	",日,"679296.00000000	","608934.00000000	","67042.00000000	","558272.00000000	","3320.00000000	","48895.00000000	","MWh	"
"2021-10-23	",日,"705221.00000000	","593666.00000000	","107946.00000000	","597748.00000000	","3609.00000000	","56620.00000000	","MWh	"
"2021-10-24	",日,"666723.00000000	","558291.00000000	","104421.00000000	","556935.00000000	","4011.00000000	","55812.00000000	","MWh	"
"2021-10-25	",日,"716269.00000000	","597375.00000000	","114892.00000000	","600471.00000000	","4002.00000000	","61439.00000000	","MWh	"
"2021-10-26	",日,"721619.00000000	","601182.00000000	","120437.00000000	","608030.00000000	","0.00000000	","61146.00000000	","MWh	"
"2021-10-27	",日,"703573.00000000	","589568.00000000	","114005.00000000	","593716.00000000	","0.00000000	","49856.00000000	","MWh	"
"2021-10-28	",日,"681283.00000000	","566355.00000000	","114928.00000000	","573710.00000000	","0.00000000	","47044.00000000	","MWh	"
"2021-10-29	",日,"653417.00000000	","537931.00000000	","115486.00000000	","542484.00000000	","0.00000000	","49022.00000000	","MWh	"
"2021-10-30	",日,"595046.00000000	","483658.00000000	","108563.00000000	","493043.00000000	","2921.00000000	","48816.00000000	","MWh	"
"2021-10-31	",日,"540391.00000000	","428716.00000000	","111675.00000000	","427535.00000000	","422.00000000	","48835.00000000	","MWh	"
"2021-11-01	",日,"587132.00000000	","479286.00000000	","107846.00000000	","472653.00000000	","0.00000000	","49117.00000000	","MWh	"
"2021-11-02	",日,"545096.00000000	","450771.00000000	","91128.00000000	","432259.00000000	","3197.00000000	","50673.00000000	","MWh	"
"2021-11-03	",日,"565094.00000000	","481348.00000000	","75836.00000000	","446341.00000000	","7910.00000000	","49744.00000000	","MWh	"
"2021-11-04	",日,"563576.00000000	","522589.00000000	","32944.00000000	","447582.00000000	","8043.00000000	","50551.00000000	","MWh	"
"2021-11-05	",日,"596885.00000000	","552970.00000000	","35408.00000000	","466290.00000000	","8507.00000000	","60581.00000000	","MWh	"
"2021-11-06	",日,"588825.00000000	","523099.00000000	","57154.00000000	","445862.00000000	","8572.00000000	","73883.00000000	","MWh	"
"2021-11-07	",日,"539665.00000000	","499272.00000000	","31861.00000000	","400742.00000000	","8532.00000000	","62450.00000000	","MWh	"
"2021-11-08	",日,"524886.00000000	","489171.00000000	","27633.00000000	","408356.00000000	","8082.00000000	","45998.00000000	","MWh	"
"2021-11-09	",日,"517032.00000000	","456349.00000000	","52256.00000000	","399743.00000000	","8427.00000000	","41898.00000000	","MWh	"
"2021-11-10	",日,"520014.00000000	","448389.00000000	","63539.00000000	","400753.00000000	","8086.00000000	","42631.00000000	","MWh	"
"2021-11-11	",日,"561662.00000000	","456288.00000000	","97083.00000000	","440386.00000000	","8291.00000000	","42379.00000000	","MWh	"
"2021-11-12	",日,"544468.00000000	","445061.00000000	","91339.00000000	","424508.00000000	","8068.00000000	","44663.00000000	","MWh	"
"2021-11-13	",日,"523351.00000000	","410543.00000000	","104776.00000000	","406320.00000000	","8032.00000000	","45798.00000000	","MWh	"
"2021-11-14	",日,"462730.00000000	","323163.00000000	","131166.00000000	","353808.00000000	","8401.00000000	","40409.00000000	","MWh	"
"2021-11-15	",日,"518483.00000000	","385417.00000000	","124432.00000000	","406521.00000000	","8634.00000000	","45581.00000000	","MWh	"
"2021-11-16	",日,"497242.00000000	","381499.00000000	","115743.00000000	","375255.00000000	","0.00000000	","46842.00000000	","MWh	"
"2021-11-17	",日,"452250.00000000	","364926.00000000	","81995.00000000	","329080.00000000	","5329.00000000	","49923.00000000	","MWh	"
"2021-11-18	",日,"434093.00000000	","374402.00000000	","54868.00000000	","321363.00000000	","4823.00000000	","50437.00000000	","MWh	"
"2021-11-19	",日,"441213.00000000	","369573.00000000	","66171.00000000	","337812.00000000	","5469.00000000	","45419.00000000	","MWh	"
"2021-11-20	",日,"389074.00000000	","341435.00000000	","43067.00000000	","270794.00000000	","4572.00000000	","46956.00000000	","MWh	"
"2021-11-21	",日,"339859.00000000	","285642.00000000	","49384.00000000	","216622.00000000	","4833.00000000	","51084.00000000	","MWh	"
"2021-11-22	",日,"352131.00000000	","304429.00000000	","42832.00000000	","221650.00000000	","4870.00000000	","48131.00000000	","MWh	"
"2021-11-23	",日,"347870.00000000	","302379.00000000	","42016.00000000	","219433.00000000	","3475.00000000	","48755.00000000	","MWh	"
"2021-11-24	",日,"338230.00000000	","284819.00000000	","50321.00000000	","212402.00000000	","3090.00000000	","48459.00000000	","MWh	"
"2021-11-25	",日,"335076.00000000	","285472.00000000	","48381.00000000	","210684.00000000	","1223.00000000	","48754.00000000	","MWh	"
"2021-11-26	",日,"331671.00000000	","286818.00000000	","41591.00000000	","204463.00000000	","3262.00000000	","48568.00000000	","MWh	"
"2021-11-27	",日,"321411.00000000	","280141.00000000	","40070.00000000	","202902.00000000	","1200.00000000	","47361.00000000	","MWh	"
"2021-11-28	",日,"280336.00000000	","240356.00000000	","39248.00000000	","174928.00000000	","732.00000000	","47067.00000000	","MWh	"
"2021-11-29	",日,"311272.00000000	","278956.00000000	","31406.00000000	","198643.00000000	","910.00000000	","47098.00000000	","MWh	"
"2021-11-30	",日,"294951.00000000	","272928.00000000	","20193.00000000	","173065.00000000	","1830.00000000	","50332.00000000	","MWh	"
"2021-12-01	",日,"249119.00000000	","225818.00000000	","23301.00000000	","130056.00000000	","0.00000000	","34308.00000000	","MWh	"
"2021-12-02	",日,"252501.00000000	","226407.00000000	","26094.00000000	","136131.00000000	","0.00000000	","29040.00000000	","MWh	"
"2021-12-03	",日,"255023.00000000	","221571.00000000	","33452.00000000	","139745.00000000	","0.00000000	","30842.00000000	","MWh	"
"2021-12-04	",日,"238497.00000000	","194135.00000000	","44362.00000000	","121426.00000000	","0.00000000	","28936.00000000	","MWh	"
"2021-12-05	",日,"206379.00000000	","162070.00000000	","44309.00000000	","93726.00000000	","0.00000000	","29227.00000000	","MWh	"
"2021-12-06	",日,"247959.00000000	","206944.00000000	","41015.00000000	","127850.00000000	","0.00000000	","30799.00000000	","MWh	"
"2021-12-07	",日,"267472.00000000	","213919.00000000	","53553.00000000	","139335.00000000	","0.00000000	","34087.00000000	","MWh	"
"2021-12-08	",日,"253818.00000000	","205509.00000000	","48309.00000000	","134788.00000000	","0.00000000	","28094.00000000	","MWh	"
"2021-12-09	",日,"268402.00000000	","212217.00000000	","56185.00000000	","149359.00000000	","0.00000000	","28512.00000000	","MWh	"
"2021-12-10	",日,"270562.00000000	","214610.00000000	","55952.00000000	","150883.00000000	","0.00000000	","30179.00000000	","MWh	"
"2021-12-11	",日,"275153.00000000	","216460.00000000	","58693.00000000	","149593.00000000	","0.00000000	","31049.00000000	","MWh	"
"2021-12-12	",日,"229728.00000000	","194366.00000000	","35362.00000000	","103280.00000000	","0.00000000	","31637.00000000	","MWh	"
"2021-12-13	",日,"246827.00000000	","215701.00000000	","31126.00000000	","118903.00000000	","0.00000000	","31872.00000000	","MWh	"
"2021-12-14	",日,"256324.00000000	","215095.00000000	","41229.00000000	","124645.00000000	","0.00000000	","33992.00000000	","MWh	"
"2021-12-15	",日,"250188.00000000	","215132.00000000	","35056.00000000	","132644.00000000	","0.00000000	","38188.00000000	","MWh	"
"2021-12-16	",日,"259593.00000000	","222160.00000000	","37433.00000000	","139770.00000000	","0.00000000	","35625.00000000	","MWh	"
"2021-12-17	",日,"292447.00000000	","268034.00000000	","24413.00000000	","145857.00000000	","0.00000000	","49864.00000000	","MWh	"
"2021-12-18	",日,"279620.00000000	","252199.00000000	","27421.00000000	","141489.00000000	","0.00000000	","48319.00000000	","MWh	"
"2021-12-19	",日,"288606.00000000	","247385.00000000	","41221.00000000	","139541.00000000	","0.00000000	","49345.00000000	","MWh	"
"2021-12-20	",日,"285195.00000000	","244823.00000000	","40372.00000000	","144849.00000000	","0.00000000	","46496.00000000	","MWh	"
"2021-12-21	",日,"260891.00000000	","225832.00000000	","35059.00000000	","126634.00000000	","0.00000000	","39792.00000000	","MWh	"
"2021-12-22	",日,"236647.00000000	","198812.00000000	","37835.00000000	","105530.00000000	","0.00000000	","35842.00000000	","MWh	"
"2021-12-23	",日,"277625.00000000	","240269.00000000	","37356.00000000	","134930.00000000	","0.00000000	","49271.00000000	","MWh	"
"2021-12-24	",日,"285221.00000000	","245932.00000000	","39289.00000000	","110899.00000000	","0.00000000	","70100.00000000	","MWh	"
"2021-12-25	",日,"247787.00000000	","213101.00000000	","34686.00000000	","102385.00000000	","0.00000000	","51943.00000000	","MWh	"
"2021-12-26	",日,"223718.00000000	","190848.00000000	","32870.00000000	","99568.00000000	","0.00000000	","29527.00000000	","MWh	"
"2021-12-27	",日,"272339.00000000	","217014.00000000	","55325.00000000	","137065.00000000	","0.00000000	","21605.00000000	","MWh	"
"2021-12-28	",日,"325984.00000000	","274049.00000000	","51935.00000000	","202412.00000000	","0.00000000	","29541.00000000	","MWh	"
"2021-12-29	",日,"294021.00000000	","240553.00000000	","53468.00000000	","184810.00000000	","0.00000000	","17322.00000000	","MWh	"
"2021-12-30	",日,"269833.00000000	","214469.00000000	","55364.00000000	","162104.00000000	","0.00000000	","21207.00000000	","MWh	"
"2021-12-31	",日,"242036.00000000	","181572.00000000	","60464.00000000	","139410.00000000	","0.00000000	","21016.00000000	","MWh	"
"2022-01-01	",日,"211579.00000000	","154651.00000000	","56928.00000000	","124073.00000000	","0.00000000	","21820.00000000	","MWh	"
"2022-01-02	",日,"245503.00000000	","186131.00000000	","59372.00000000	","143931.00000000	","0.00000000	","36519.00000000	","MWh	"
"2022-01-03	",日,"288064.00000000	","229756.00000000	","58308.00000000	","161125.00000000	","0.00000000	","51346.00000000	","MWh	"
"2022-01-04	",日,"313259.00000000	","254728.00000000	","58531.00000000	","165673.00000000	","0.00000000	","59814.00000000	","MWh	"
"2022-01-05	",日,"330536.00000000	","271770.00000000	","58766.00000000	","172760.00000000	","0.00000000	","67905.00000000	","MWh	"
